,idade,renda,situacao_moradia,tempo_trabalhado,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,devedor,tempo_historico_credito
24026,24,40800.0,Rent,6.0,Medical,B,17500.0,10.62,1,0.43,N,4
24027,23,108000.0,Mortgage,1.0,Education,B,14000.0,11.89,0,0.13,N,2
24028,24,50400.0,Rent,8.0,Debtconsolidation,A,1500.0,0.0,0,0.03,N,2
24029,28,55000.0,Rent,2.0,Debtconsolidation,C,3200.0,12.98,0,0.06,N,7
24030,26,110000.0,Mortgage,1.0,Medical,B,5000.0,12.69,0,0.05,N,2
24031,22,36000.0,Own,4.0,Education,D,5000.0,14.61,0,0.14,N,2
24032,26,140000.0,Mortgage,10.0,Venture,B,24250.0,12.53,0,0.17,N,4
24033,32,84000.0,Mortgage,15.0,Medical,A,15000.0,6.91,0,0.18,N,7
24035,22,130000.0,Mortgage,3.0,Venture,B,24250.0,12.18,0,0.19,N,4
24036,28,33600.0,Mortgage,12.0,Medical,A,3000.0,5.42,0,0.09,N,5
24037,22,43000.0,Mortgage,3.0,Venture,A,2600.0,0.0,0,0.06,N,4
24038,26,44000.0,Mortgage,0.0,Homeimprovement,A,8475.0,6.91,0,0.19,N,4
24039,24,30000.0,Rent,0.0,Personal,E,10000.0,19.29,1,0.33,N,3
24040,30,46000.0,Own,14.0,Personal,C,6000.0,12.68,0,0.13,N,6
24041,31,75000.0,Mortgage,3.0,Venture,F,8000.0,18.21,0,0.11,Y,7
24042,30,46000.0,Rent,5.0,Debtconsolidation,A,8000.0,7.14,0,0.17,N,10
24043,24,76000.0,Mortgage,8.0,Personal,A,12000.0,6.03,0,0.16,N,2
24045,23,43000.0,Mortgage,7.0,Debtconsolidation,B,7200.0,10.59,0,0.17,N,3
24046,29,80000.0,Rent,2.0,Debtconsolidation,C,35000.0,12.68,1,0.44,Y,10
24047,22,36250.0,Rent,6.0,Education,C,6000.0,14.22,0,0.17,Y,3
24048,36,53000.0,Rent,5.0,Homeimprovement,C,3150.0,15.27,0,0.06,N,12
24049,23,85000.0,Own,4.0,Education,C,9600.0,13.61,0,0.11,N,3
24050,26,55000.0,Mortgage,2.0,Homeimprovement,B,8500.0,12.21,0,0.15,N,2
24051,28,70356.0,Mortgage,12.0,Education,B,6000.0,11.11,0,0.09,N,5
24052,23,105600.0,Mortgage,2.0,Personal,A,25000.0,6.99,0,0.24,N,4
24053,38,18720.0,Rent,0.0,Venture,D,6000.0,15.99,1,0.32,N,12
24054,28,59520.0,Mortgage,9.0,Personal,A,5000.0,8.59,0,0.08,N,7
24055,24,87000.0,Mortgage,5.0,Debtconsolidation,B,10000.0,10.36,0,0.11,N,2
24056,23,36000.0,Mortgage,7.0,Education,B,11300.0,12.69,0,0.31,N,2
24057,38,36000.0,Mortgage,3.0,Homeimprovement,C,6000.0,13.99,0,0.17,Y,12
24058,32,57192.0,Rent,5.0,Personal,A,12582.24,7.51,0,0.22,N,10
24059,26,98000.0,Rent,8.0,Debtconsolidation,B,6000.0,10.99,0,0.06,N,3
24060,32,21600.0,Rent,4.0,Debtconsolidation,A,4000.0,8.07,0,0.19,N,10
24061,27,63360.0,Rent,1.0,Education,B,6500.0,9.99,0,0.1,N,8
24063,23,55000.0,Rent,4.0,Medical,B,4000.0,12.53,0,0.07,N,2
24064,32,64000.0,Rent,1.0,Education,B,10000.0,12.69,0,0.16,N,10
24065,30,33000.0,Mortgage,3.0,Education,B,5600.0,10.59,0,0.17,N,9
24066,23,60000.0,Rent,3.0,Medical,A,13000.0,7.66,1,0.22,N,4
24067,23,84000.0,Rent,3.0,Medical,A,15850.0,8.49,0,0.19,N,4
24069,29,74000.0,Mortgage,8.0,Education,B,25000.0,11.49,0,0.34,N,6
24070,23,45600.0,Own,7.0,Education,A,14000.0,7.9,0,0.31,N,3
24071,22,45000.0,Rent,1.0,Education,A,3950.0,6.92,0,0.09,N,4
24073,26,75000.0,Mortgage,10.0,Homeimprovement,C,8000.0,13.92,0,0.11,N,4
24074,62,66000.0,Rent,2.0,Education,B,6000.0,0.0,0,0.09,N,23
24075,21,12000.0,Rent,0.0,Venture,A,3000.0,7.88,1,0.25,N,3
24077,24,49000.0,Mortgage,2.0,Venture,E,20000.0,15.57,0,0.41,Y,4
24078,22,44500.0,Mortgage,3.0,Personal,C,15000.0,13.57,0,0.34,Y,4
24079,23,60000.0,Mortgage,7.0,Debtconsolidation,A,12000.0,7.29,0,0.2,N,3
24080,22,70000.0,Own,6.0,Medical,B,12000.0,12.53,0,0.17,N,2
24081,24,54000.0,Rent,1.0,Personal,C,10000.0,13.35,0,0.19,N,4
24082,25,20000.0,Mortgage,1.0,Venture,A,4000.0,5.79,0,0.2,N,4
24083,23,92000.0,Rent,0.0,Personal,A,6500.0,8.0,0,0.07,N,2
24084,22,30000.0,Rent,0.0,Homeimprovement,D,6400.0,15.99,1,0.21,N,2
24085,23,48000.0,Own,5.0,Venture,B,2550.0,11.86,0,0.05,N,3
24086,43,45000.0,Rent,0.0,Medical,A,12000.0,6.91,0,0.27,N,12
24087,26,69780.0,Rent,3.0,Personal,A,6000.0,9.32,0,0.09,N,3
24088,25,48000.0,Mortgage,9.0,Debtconsolidation,C,1000.0,13.49,0,0.02,Y,3
24089,25,39000.0,Mortgage,9.0,Medical,A,4500.0,6.54,0,0.12,N,4
24090,30,93000.0,Mortgage,14.0,Medical,B,22500.0,11.83,0,0.24,N,9
24091,24,62472.0,Rent,2.0,Education,C,5500.0,12.73,0,0.09,N,2
24092,30,68000.0,Mortgage,11.0,Education,B,6000.0,10.59,0,0.09,N,7
24093,42,48000.0,Mortgage,26.0,Medical,A,6500.0,7.29,0,0.14,N,11
24094,37,110000.0,Mortgage,11.0,Homeimprovement,A,12000.0,7.88,0,0.11,N,16
24095,23,64000.0,Mortgage,7.0,Debtconsolidation,B,8000.0,10.99,0,0.12,N,2
24096,26,26400.0,Rent,0.0,Education,A,4000.0,7.9,0,0.15,N,2
24097,24,23040.0,Rent,0.0,Debtconsolidation,F,9500.0,19.04,1,0.41,Y,4
24098,26,49995.0,Mortgage,10.0,Education,B,10000.0,11.71,0,0.2,N,3
24099,26,58000.0,Mortgage,5.0,Personal,A,10000.0,0.0,0,0.17,N,4
24100,29,85000.0,Rent,1.0,Personal,B,35000.0,11.99,1,0.41,N,8
24101,28,56864.0,Mortgage,5.0,Medical,A,12300.0,7.88,0,0.22,N,8
24102,25,33168.0,Mortgage,9.0,Personal,C,6000.0,15.96,1,0.18,N,4
24103,35,106800.0,Mortgage,0.0,Debtconsolidation,A,8000.0,6.92,0,0.07,N,9
24104,26,82000.0,Mortgage,5.0,Personal,A,19075.0,7.9,0,0.23,N,2
24105,23,140000.0,Mortgage,3.0,Personal,D,15000.0,15.58,0,0.11,Y,3
24106,30,27396.0,Rent,0.0,Medical,C,5000.0,0.0,0,0.18,N,5
24108,29,32400.0,Mortgage,2.0,Medical,B,10625.0,0.0,0,0.33,N,5
24109,22,103000.0,Mortgage,6.0,Personal,B,15000.0,9.63,1,0.15,N,4
24110,28,60000.0,Rent,12.0,Homeimprovement,D,1500.0,16.77,0,0.02,Y,8
24111,25,100000.0,Rent,0.0,Personal,A,6000.0,5.42,0,0.06,N,4
24112,27,40000.0,Rent,0.0,Medical,A,15000.0,6.91,1,0.38,N,10
24113,24,36000.0,Mortgage,2.0,Venture,B,5200.0,9.91,0,0.14,N,3
24114,26,96000.0,Mortgage,1.0,Homeimprovement,B,10000.0,10.99,0,0.1,N,4
24115,22,87000.0,Mortgage,0.0,Venture,A,8000.0,5.79,0,0.09,N,3
24116,32,93000.0,Mortgage,0.0,Debtconsolidation,A,10000.0,5.42,0,0.11,N,10
24117,26,39000.0,Rent,2.0,Education,C,2000.0,12.98,0,0.05,N,4
24118,28,44000.0,Mortgage,12.0,Education,B,8000.0,10.59,0,0.18,N,6
24119,22,50000.0,Own,2.0,Venture,C,6000.0,14.22,0,0.12,N,2
24120,27,72000.0,Mortgage,11.0,Personal,B,7000.0,11.49,0,0.1,N,8
24121,34,30000.0,Rent,2.0,Personal,A,12000.0,0.0,1,0.4,N,6
24122,23,69996.0,Own,2.0,Education,B,10000.0,0.0,0,0.14,N,4
24123,29,14400.0,Rent,4.0,Debtconsolidation,A,2200.0,5.99,0,0.15,N,10
24124,24,74000.0,Rent,0.0,Homeimprovement,B,20000.0,12.69,0,0.27,N,3
24125,35,30000.0,Mortgage,13.0,Personal,A,6625.0,6.62,0,0.22,N,6
24126,29,98850.0,Rent,6.0,Homeimprovement,A,12500.0,0.0,0,0.13,N,9
24127,22,120000.0,Mortgage,6.0,Education,B,8000.0,12.69,0,0.07,N,2
24128,24,67000.0,Mortgage,2.0,Homeimprovement,B,12150.0,10.37,0,0.18,N,3
24130,25,30000.0,Rent,9.0,Debtconsolidation,D,9000.0,17.58,1,0.3,Y,4
24131,38,61000.0,Rent,0.0,Education,B,16470.0,12.53,0,0.27,N,5
24132,22,28080.0,Rent,5.0,Venture,E,15250.0,16.7,1,0.54,N,4
24133,31,36000.0,Rent,2.0,Medical,B,5000.0,10.36,0,0.14,N,9
24134,27,38400.0,Rent,6.0,Medical,B,5000.0,9.88,0,0.13,N,10
24136,31,89000.0,Mortgage,15.0,Education,B,14000.0,10.65,0,0.16,N,10
24137,33,78000.0,Mortgage,3.0,Medical,B,20000.0,12.18,0,0.26,N,8
24138,24,29000.0,Rent,4.0,Medical,D,14400.0,15.7,1,0.5,N,4
24139,36,68848.0,Rent,5.0,Personal,B,8000.0,9.63,0,0.12,N,16
24140,22,46000.0,Mortgage,6.0,Personal,B,4000.0,10.37,0,0.09,N,2
24141,54,129000.0,Mortgage,6.0,Education,B,9000.0,11.49,1,0.07,N,24
24142,33,58100.0,Rent,1.0,Debtconsolidation,C,17500.0,13.57,0,0.3,Y,10
24143,26,40000.0,Rent,4.0,Education,B,6000.0,0.0,0,0.15,N,2
24144,33,110000.0,Rent,3.0,Homeimprovement,B,12000.0,10.65,0,0.11,N,5
24146,30,37017.0,Mortgage,3.0,Personal,A,9000.0,6.54,0,0.24,N,7
24147,38,107004.0,Mortgage,11.0,Venture,B,15000.0,10.0,0,0.14,N,16
24149,21,65000.0,Rent,0.0,Venture,B,12000.0,11.71,0,0.18,N,3
24150,23,85000.0,Own,7.0,Personal,D,14000.0,16.29,0,0.16,Y,4
24152,26,61000.0,Mortgage,8.0,Medical,B,21000.0,0.0,0,0.34,N,2
24153,23,110000.0,Rent,5.0,Debtconsolidation,A,10000.0,7.88,0,0.09,N,2
24154,23,68000.0,Mortgage,7.0,Personal,A,12000.0,5.42,0,0.18,N,4
24155,26,48000.0,Mortgage,10.0,Venture,A,4000.0,0.0,0,0.08,N,2
24156,22,77000.0,Mortgage,6.0,Venture,A,12400.0,7.51,0,0.16,N,2
24157,39,36000.0,Mortgage,1.0,Personal,A,7125.0,7.9,0,0.2,N,12
24158,32,63000.0,Rent,9.0,Debtconsolidation,B,8000.0,10.74,1,0.13,N,5
24159,22,36000.0,Rent,1.0,Education,C,5000.0,12.68,1,0.14,N,4
24160,29,65004.0,Mortgage,7.0,Education,A,3000.0,6.17,0,0.05,N,6
24161,25,70000.0,Own,9.0,Homeimprovement,A,5000.0,8.59,0,0.07,N,3
24162,25,32000.0,Mortgage,3.0,Personal,B,15000.0,11.11,0,0.47,N,4
24163,34,37500.0,Mortgage,14.0,Medical,B,12000.0,0.0,0,0.32,N,7
24164,25,95000.0,Rent,1.0,Debtconsolidation,A,7000.0,6.99,0,0.07,N,2
24165,23,35000.0,Rent,6.0,Education,B,17000.0,10.37,1,0.49,N,2
24166,21,32000.0,Rent,3.0,Venture,B,7000.0,11.49,0,0.22,N,2
24167,25,128600.0,Mortgage,9.0,Personal,A,28000.0,7.9,0,0.22,N,3
24168,21,39900.0,Rent,3.0,Debtconsolidation,B,6000.0,11.49,0,0.15,N,3
24169,27,50000.0,Rent,5.0,Medical,A,7300.0,7.29,0,0.15,N,9
24171,23,51000.0,Mortgage,2.0,Personal,A,8000.0,7.49,0,0.16,N,3
24172,22,45000.0,Rent,5.0,Medical,C,2500.0,14.35,0,0.06,Y,2
24173,35,57721.0,Rent,3.0,Debtconsolidation,B,16500.0,0.0,0,0.29,N,6
24174,25,73000.0,Rent,2.0,Debtconsolidation,D,6000.0,14.96,1,0.08,N,4
24175,24,98004.0,Rent,0.0,Venture,D,16000.0,16.32,1,0.16,Y,4
24176,23,69000.0,Rent,7.0,Medical,B,4800.0,10.75,0,0.07,N,2
24177,24,54000.0,Mortgage,2.0,Venture,A,8700.0,7.05,0,0.16,N,4
24179,28,74000.0,Rent,12.0,Homeimprovement,B,10000.0,11.71,0,0.14,N,8
24180,25,40000.0,Rent,6.0,Venture,C,10000.0,13.48,0,0.25,N,3
24181,23,44000.0,Own,7.0,Venture,A,6400.0,7.51,0,0.15,N,3
24182,40,30000.0,Rent,2.0,Venture,B,10625.0,0.0,1,0.35,N,13
24183,35,98320.0,Mortgage,15.0,Personal,B,10425.0,11.49,0,0.11,N,9
24184,23,65000.0,Mortgage,5.0,Debtconsolidation,A,2275.0,0.0,0,0.04,N,2
24185,22,55000.0,Own,1.0,Venture,B,10000.0,10.99,0,0.18,N,3
24186,34,80000.0,Rent,6.0,Debtconsolidation,B,10000.0,9.91,0,0.12,N,7
24187,31,101000.0,Rent,2.0,Venture,C,7500.0,13.22,0,0.07,N,9
24188,22,48000.0,Mortgage,5.0,Personal,B,3000.0,0.0,0,0.06,N,3
24190,22,95000.0,Mortgage,1.0,Education,C,7200.0,12.23,0,0.08,Y,4
24191,23,63000.0,Rent,1.0,Education,B,18000.0,10.99,0,0.29,N,3
24192,30,54000.0,Rent,13.0,Medical,B,25000.0,10.74,1,0.46,N,6
24193,27,84000.0,Rent,0.0,Venture,D,2500.0,14.59,1,0.03,N,9
24194,34,40000.0,Rent,3.0,Medical,B,25000.0,10.25,1,0.62,N,8
24195,28,41500.0,Rent,4.0,Debtconsolidation,C,10000.0,0.0,1,0.24,Y,6
24196,26,44400.0,Mortgage,0.0,Venture,C,6500.0,14.35,0,0.15,N,2
24197,29,102000.0,Mortgage,13.0,Medical,A,6000.0,7.88,0,0.06,N,9
24198,22,49000.0,Mortgage,6.0,Education,A,10000.0,8.0,1,0.2,N,2
24199,23,90000.0,Mortgage,7.0,Debtconsolidation,B,4000.0,10.65,0,0.04,N,3
24200,21,19200.0,Own,5.0,Education,A,3300.0,6.17,1,0.17,N,2
24201,24,57600.0,Rent,8.0,Education,C,2500.0,14.72,0,0.04,Y,3
24202,28,90700.0,Mortgage,11.0,Homeimprovement,A,20000.0,6.91,0,0.22,N,8
24204,23,70000.0,Mortgage,4.0,Education,A,8400.0,8.0,0,0.12,N,3
24205,28,50000.0,Rent,2.0,Education,B,15200.0,10.25,0,0.3,N,10
24206,22,69000.0,Mortgage,6.0,Personal,C,7800.0,12.41,0,0.11,Y,3
24207,25,30600.0,Rent,0.0,Medical,E,14500.0,17.04,1,0.47,N,3
24208,23,85596.0,Mortgage,5.0,Venture,B,6000.0,10.0,0,0.07,N,2
24209,25,55000.0,Rent,9.0,Education,B,9000.0,10.99,0,0.16,N,4
24210,22,35000.0,Rent,1.0,Debtconsolidation,B,8000.0,9.2,0,0.23,N,4
24211,39,29280.0,Own,0.0,Venture,A,1800.0,7.37,0,0.06,N,11
24212,35,59000.0,Rent,11.0,Debtconsolidation,C,2000.0,13.48,0,0.03,Y,7
24213,25,100000.0,Rent,1.0,Venture,B,25000.0,9.33,0,0.25,N,4
24215,25,12000.0,Own,0.0,Medical,C,3000.0,0.0,1,0.25,N,3
24217,21,15600.0,Rent,2.0,Education,B,1500.0,11.86,0,0.1,N,2
24219,29,119604.0,Mortgage,0.0,Debtconsolidation,A,5000.0,9.32,0,0.04,N,5
24220,27,36000.0,Mortgage,2.0,Venture,A,4800.0,8.49,0,0.13,N,8
24221,38,92904.0,Mortgage,8.0,Medical,B,5375.0,10.51,0,0.06,N,16
24222,27,98000.0,Mortgage,11.0,Venture,B,17000.0,8.88,0,0.17,N,9
24223,22,30000.0,Rent,4.0,Education,B,10000.0,11.86,1,0.33,N,2
24224,22,39860.0,Rent,6.0,Personal,B,8000.0,11.11,0,0.2,N,3
24225,25,26729.0,Rent,5.0,Venture,B,7300.0,11.14,0,0.27,N,4
24226,22,72000.0,Rent,6.0,Education,E,15000.0,17.19,0,0.21,N,4
24228,44,76000.0,Mortgage,3.0,Homeimprovement,C,3600.0,14.79,0,0.05,Y,12
24229,29,39996.0,Rent,0.0,Personal,C,4000.0,0.0,0,0.1,Y,8
24230,56,32400.0,Rent,0.0,Medical,A,8575.0,7.51,0,0.26,N,18
24232,25,60000.0,Rent,8.0,Homeimprovement,D,5000.0,15.57,0,0.08,N,4
24233,23,59004.0,Own,3.0,Venture,A,4000.0,6.99,0,0.07,N,3
24234,27,83000.0,Mortgage,11.0,Education,A,3500.0,6.03,0,0.04,N,5
24235,29,45000.0,Own,4.0,Venture,B,20000.0,10.62,0,0.44,N,6
24236,25,30000.0,Rent,1.0,Education,A,9950.0,8.49,1,0.33,N,4
24237,23,47000.0,Rent,5.0,Venture,B,16500.0,10.62,1,0.35,N,3
24239,22,100000.0,Rent,3.0,Education,B,10000.0,10.65,0,0.1,N,3
24240,27,57000.0,Own,11.0,Education,A,15000.0,6.03,0,0.26,N,6
24241,24,98000.0,Mortgage,0.0,Medical,A,5000.0,5.79,0,0.05,N,2
24242,21,14400.0,Rent,2.0,Personal,D,1825.0,15.62,1,0.13,Y,2
24243,34,100000.0,Mortgage,11.0,Medical,C,18000.0,0.0,0,0.18,Y,6
24244,24,54000.0,Mortgage,8.0,Personal,A,13000.0,7.49,0,0.24,N,2
24245,23,58650.0,Mortgage,7.0,Medical,A,5000.0,8.59,1,0.09,N,4
24246,30,75000.0,Mortgage,11.0,Personal,B,5000.0,0.0,0,0.07,N,10
24247,23,26000.0,Own,7.0,Personal,B,2000.0,10.36,0,0.08,N,2
24248,30,44500.0,Rent,2.0,Medical,E,13000.0,16.32,1,0.29,N,6
24249,27,26004.0,Rent,7.0,Venture,A,6000.0,7.14,0,0.23,N,5
24250,24,52000.0,Rent,3.0,Homeimprovement,A,6600.0,0.0,0,0.13,N,3
24251,23,39456.0,Own,7.0,Education,A,14000.0,7.29,0,0.35,N,3
24252,23,74000.0,Mortgage,7.0,Personal,B,2100.0,0.0,1,0.03,N,4
24253,30,62000.0,Mortgage,4.0,Personal,B,8000.0,0.0,0,0.13,N,10
24254,29,50000.0,Rent,11.0,Education,B,5000.0,10.37,0,0.1,N,5
24255,22,59000.0,Mortgage,6.0,Debtconsolidation,A,6400.0,0.0,0,0.11,N,4
24256,28,42000.0,Rent,0.0,Venture,B,7000.0,11.11,0,0.17,N,6
24257,23,54000.0,Mortgage,0.0,Education,B,10000.0,11.49,0,0.19,N,4
24258,27,50000.0,Rent,1.0,Education,C,8000.0,13.98,0,0.16,N,9
24259,26,51996.0,Rent,10.0,Venture,C,1500.0,13.85,0,0.03,Y,4
24260,25,33000.0,Rent,5.0,Venture,B,1500.0,11.48,0,0.05,N,4
24261,30,83000.0,Mortgage,4.0,Debtconsolidation,B,20000.0,11.11,0,0.24,N,6
24262,29,62400.0,Rent,3.0,Homeimprovement,A,8000.0,6.62,0,0.13,N,9
24263,26,74500.0,Mortgage,10.0,Debtconsolidation,B,8000.0,9.88,0,0.11,N,3
24264,23,76000.0,Mortgage,7.0,Debtconsolidation,A,20000.0,0.0,0,0.26,N,4
24265,24,26400.0,Rent,5.0,Medical,A,792.0,0.0,0,0.03,N,3
24266,22,30000.0,Rent,0.0,Education,B,5000.0,11.49,0,0.17,N,2
24267,25,120000.0,Rent,9.0,Venture,C,4800.0,14.22,0,0.04,N,4
24268,21,57000.0,Mortgage,5.0,Venture,C,14400.0,0.0,0,0.25,Y,2
24269,32,57000.0,Mortgage,11.0,Medical,C,9000.0,13.35,0,0.16,Y,5
24270,42,110000.0,Mortgage,6.0,Venture,C,10800.0,14.27,0,0.1,N,17
24271,25,79000.0,Mortgage,2.0,Medical,C,15000.0,13.79,0,0.19,N,2
24272,23,30000.0,Rent,0.0,Medical,B,3500.0,11.49,1,0.12,N,2
24273,34,36000.0,Own,0.0,Venture,A,1200.0,5.42,0,0.03,N,8
24274,32,67000.0,Mortgage,16.0,Debtconsolidation,A,4000.0,0.0,0,0.06,N,9
24275,30,65000.0,Rent,11.0,Personal,D,12800.0,15.2,0,0.2,N,6
24276,21,28500.0,Own,0.0,Education,C,4800.0,12.87,0,0.17,N,3
24277,26,55000.0,Mortgage,8.0,Venture,B,7000.0,12.53,0,0.13,N,4
24278,24,60000.0,Rent,0.0,Homeimprovement,A,1675.0,6.54,0,0.03,N,4
24279,25,100000.0,Rent,9.0,Personal,D,6000.0,14.42,0,0.06,Y,3
24280,44,94128.0,Mortgage,14.0,Debtconsolidation,A,4400.0,7.29,0,0.05,N,13
24281,33,110000.0,Rent,3.0,Debtconsolidation,C,10000.0,13.57,0,0.09,Y,10
24282,22,23800.0,Rent,2.0,Personal,A,8800.0,9.32,1,0.37,N,2
24283,24,34000.0,Rent,0.0,Education,E,7000.0,17.04,1,0.21,N,2
24285,37,30000.0,Rent,7.0,Personal,B,10000.0,9.25,1,0.33,N,13
24286,22,48000.0,Rent,2.0,Education,B,11000.0,10.75,0,0.23,N,4
24287,23,42000.0,Rent,3.0,Debtconsolidation,A,9000.0,7.51,0,0.21,N,4
24288,23,54000.0,Mortgage,3.0,Venture,D,4000.0,15.62,1,0.07,N,3
24289,23,21600.0,Mortgage,7.0,Education,A,2000.0,6.17,0,0.09,N,4
24290,30,125000.0,Mortgage,14.0,Venture,C,7000.0,0.0,0,0.06,N,7
24291,24,80490.0,Rent,8.0,Homeimprovement,B,6000.0,10.59,0,0.07,N,3
24292,36,55000.0,Mortgage,13.0,Education,A,3000.0,0.0,0,0.05,N,14
24293,23,28000.0,Rent,4.0,Debtconsolidation,C,5000.0,13.72,1,0.18,N,4
24294,26,57550.0,Mortgage,0.0,Debtconsolidation,A,3500.0,5.42,0,0.06,N,4
24295,24,60000.0,Rent,1.0,Education,B,10000.0,0.0,0,0.17,N,2
24296,21,32400.0,Mortgage,2.0,Education,A,10000.0,5.42,0,0.31,N,2
24297,34,105000.0,Rent,0.0,Personal,A,8000.0,8.38,0,0.08,N,8
24299,26,51000.0,Rent,3.0,Debtconsolidation,D,3500.0,13.24,1,0.07,Y,4
24300,23,81000.0,Rent,5.0,Education,B,3500.0,10.75,0,0.04,N,3
24301,25,25920.0,Rent,0.0,Personal,B,2300.0,11.11,0,0.09,N,4
24302,25,45000.0,Own,1.0,Homeimprovement,C,9000.0,11.03,0,0.2,N,2
24303,23,75000.0,Rent,7.0,Education,C,18000.0,12.73,0,0.24,Y,4
24305,28,99996.0,Rent,6.0,Venture,C,12000.0,13.61,0,0.12,Y,9
24306,31,42000.0,Rent,2.0,Debtconsolidation,A,2200.0,9.63,0,0.05,N,8
24307,25,115000.0,Rent,6.0,Medical,A,10000.0,7.29,0,0.09,N,4
24308,25,108000.0,Rent,0.0,Homeimprovement,C,20000.0,0.0,0,0.19,N,4
24309,28,50176.0,Rent,3.0,Medical,B,5000.0,10.59,0,0.1,N,9
24310,64,120000.0,Mortgage,0.0,Personal,B,1500.0,0.0,0,0.01,N,3
24311,40,74004.0,Mortgage,12.0,Venture,A,7125.0,6.62,0,0.1,N,14
24312,43,68000.0,Mortgage,2.0,Personal,C,7000.0,12.61,0,0.1,N,11
24313,36,40000.0,Rent,0.0,Venture,B,4800.0,0.0,0,0.12,N,15
24314,28,105000.0,Mortgage,8.0,Venture,B,12000.0,9.63,0,0.11,N,10
24315,38,55000.0,Mortgage,16.0,Debtconsolidation,A,11700.0,7.66,0,0.21,N,13
24316,26,30000.0,Rent,2.0,Debtconsolidation,E,6000.0,16.77,1,0.2,N,2
24317,28,82500.0,Mortgage,12.0,Medical,A,11000.0,7.49,0,0.13,N,9
24318,22,69996.0,Mortgage,6.0,Debtconsolidation,B,15000.0,12.21,0,0.21,N,2
24319,23,31000.0,Mortgage,6.0,Education,B,18500.0,0.0,0,0.6,N,4
24320,27,85000.0,Rent,11.0,Personal,B,6000.0,0.0,0,0.07,N,7
24321,21,60000.0,Mortgage,5.0,Personal,A,6000.0,6.91,0,0.1,N,4
24322,25,47412.0,Mortgage,0.0,Education,A,6500.0,8.59,0,0.14,N,2
24324,22,72000.0,Rent,1.0,Medical,B,5000.0,11.49,0,0.07,N,3
24325,29,64000.0,Rent,3.0,Debtconsolidation,C,15000.0,15.27,1,0.23,N,10
24327,24,130000.0,Rent,7.0,Medical,B,24000.0,11.49,0,0.18,N,3
24328,26,32000.0,Rent,7.0,Debtconsolidation,B,6375.0,10.74,0,0.2,N,2
24329,29,72000.0,Rent,1.0,Venture,B,6000.0,9.63,0,0.08,N,5
24330,23,113000.0,Rent,1.0,Personal,D,12000.0,15.28,1,0.11,Y,3
24331,31,92000.0,Mortgage,10.0,Education,B,6000.0,11.86,0,0.07,N,9
24332,25,85000.0,Rent,0.0,Education,B,18000.0,11.71,0,0.21,N,4
24333,25,50400.0,Mortgage,0.0,Homeimprovement,A,6000.0,7.14,0,0.12,N,4
24334,37,40000.0,Rent,1.0,Venture,C,21250.0,12.99,1,0.53,N,16
24335,28,32640.0,Rent,3.0,Medical,A,4500.0,7.14,0,0.14,N,8
24337,22,42000.0,Mortgage,1.0,Education,A,13000.0,0.0,0,0.31,N,4
24338,44,30000.0,Rent,2.0,Debtconsolidation,B,12000.0,11.11,1,0.4,N,15
24339,21,30000.0,Own,6.0,Debtconsolidation,D,4000.0,0.0,0,0.13,Y,3
24340,22,15090.0,Rent,0.0,Education,A,7000.0,8.94,1,0.46,N,4
24341,22,93240.0,Mortgage,6.0,Personal,A,7000.0,9.63,0,0.08,N,2
24342,35,99000.0,Mortgage,12.0,Medical,B,3000.0,10.99,0,0.03,N,9
24343,21,32000.0,Rent,0.0,Personal,B,12000.0,0.0,1,0.38,N,4
24344,21,21600.0,Rent,0.0,Medical,B,2000.0,11.71,1,0.09,N,4
24345,25,45000.0,Own,0.0,Education,C,6500.0,10.28,0,0.14,Y,2
24346,22,34800.0,Rent,6.0,Venture,C,15000.0,14.27,1,0.43,Y,3
24347,21,40000.0,Own,1.0,Education,C,15000.0,13.16,0,0.38,N,2
24348,24,100860.0,Mortgage,8.0,Homeimprovement,A,6000.0,5.99,0,0.06,N,4
24350,23,43600.0,Own,7.0,Education,C,15000.0,0.0,0,0.34,N,3
24351,33,42000.0,Rent,0.0,Debtconsolidation,C,2000.0,14.65,0,0.05,N,10
24352,25,40800.0,Rent,0.0,Debtconsolidation,D,1000.0,15.57,1,0.02,N,2
24353,25,65000.0,Mortgage,3.0,Education,C,10000.0,12.99,0,0.15,N,2
24354,24,82000.0,Rent,8.0,Venture,B,25000.0,10.25,0,0.3,N,2
24355,24,60000.0,Rent,4.0,Venture,A,15000.0,6.17,0,0.25,N,3
24356,26,52800.0,Rent,2.0,Venture,D,10000.0,12.8,1,0.19,Y,3
24357,25,80000.0,Mortgage,5.0,Debtconsolidation,A,8500.0,7.51,0,0.11,N,2
24358,31,116400.0,Rent,3.0,Venture,B,8900.0,10.0,0,0.08,N,5
24359,22,48000.0,Rent,0.0,Debtconsolidation,C,17750.0,13.49,1,0.37,N,4
24361,22,30000.0,Rent,2.0,Venture,D,4200.0,15.31,1,0.14,Y,2
24362,23,26400.0,Rent,7.0,Education,A,3800.0,7.9,0,0.14,N,2
24363,34,16800.0,Own,0.0,Personal,C,1600.0,13.72,0,0.1,Y,5
24364,30,138000.0,Mortgage,13.0,Homeimprovement,B,10000.0,10.99,1,0.07,N,10
24365,22,36996.0,Rent,2.0,Personal,D,18250.0,14.61,1,0.49,Y,2
